word,count,accuracy
paese,7,100.0
succedendo,1,100.0
trasferendo,1,100.0
lungo,1,100.0
bere,3,100.0
rendo,3,100.0
conto,4,100.0
biancavilla,3,100.0
tengo,2,100.0
nascosto,1,100.0
dovuta,2,100.0
prendi,2,100.0
meno,2,100.0
importante,9,100.0
libro,5,100.0
leggere,3,100.0
bella,12,100.0
stanchissima,1,100.0
arrabbiando,1,100.0
divertimento,9,100.0
riprendendo,5,100.0
ascoltare,7,100.0
tempi,3,100.0
vocali,4,100.0
connessione,3,100.0
schifo,1,100.0
disegnando,1,100.0
colorando,4,100.0
utili,5,100.0
pianto,2,100.0
mariano,3,100.0
bacino,1,100.0
dimenticata,1,100.0
conviene,4,100.0
farlo,1,100.0
polso,1,100.0
robot,1,100.0
poter,1,100.0
intendevi,2,100.0
parlato,3,100.0
stampante,3,100.0
stava,3,100.0
bravissimo,2,100.0
pacchi,2,100.0
appoggiati,1,100.0
nei,2,100.0
bordi,1,100.0
piede,1,100.0
canzone,8,100.0
aspettavi,1,100.0
farti,2,100.0
incavolare,1,100.0
seccare,1,100.0
mangiando,8,100.0
combinando,17,100.0
avevi,5,100.0
sala,2,100.0
rispettare,3,100.0
colori,3,100.0
festa,3,100.0
gambe,10,100.0
costruite,1,100.0
pupo,4,100.0
vestito,2,100.0
bianco,2,100.0
lavare,1,100.0
psicologo,2,100.0
ridere,4,100.0
positivo,1,100.0
segnala,3,100.0
stirato,6,100.0
scarico,1,100.0
ascoltato,1,100.0
frattempo,4,100.0
ballo,1,100.0
agitata,4,100.0
patata,2,100.0
impappino,1,100.0
certe,1,100.0
cambiato,2,100.0
motivi,1,100.0
combini,5,100.0
risposta,5,100.0
riunione,8,100.0
avranno,1,100.0
risposte,1,100.0
comunicato,5,100.0
ultimo,1,100.0
ricominciato,1,100.0
nevicato,1,100.0
operatori,6,100.0
giusto,2,100.0
clienti,1,100.0
organizzano,1,100.0
arriva,3,100.0
aiutarti,1,100.0
disegno,1,100.0
alessiuccia,2,100.0
aspettare,6,100.0
soldi,4,100.0
apro,1,100.0
interrogativo,4,100.0
porteranno,1,100.0
tanti,4,100.0
regali,1,100.0
parlavo,1,100.0
reggo,1,100.0
migliorare,1,100.0
capire,1,100.0
richiedi,2,100.0
permesso,3,100.0
preoccupare,8,100.0
dura,2,100.0
colorare,3,100.0
vengo,2,100.0
presto,7,100.0
rotonda,6,100.0
modi,4,100.0
comodo,1,100.0
cantava,1,100.0
nonna,11,100.0
costruendo,2,100.0
provando,1,100.0
persona,4,100.0
chiama,2,100.0
menomale,1,100.0
operazione,1,100.0
vedrai,4,100.0
attaccatura,3,100.0
imparare,2,100.0
diverso,2,100.0
completamente,12,100.0
automatizzato,1,100.0
cartone,3,100.0
animato,1,100.0
emozioni,1,100.0
rigonfiamento,5,100.0
baci,3,100.0
asiuccia,1,100.0
dicevo,1,100.0
nome,3,100.0
studia,1,100.0
capirò,1,100.0
matita,2,100.0
prendiamo,2,100.0
comportamento,1,100.0
presentazione,4,100.0
robotico,3,100.0
limitazione,1,100.0
guido,4,100.0
mangi,1,100.0
signora,2,100.0
calcagno,2,100.0
immagino,2,100.0
visti,1,100.0
teatro,2,100.0
parrucca,2,100.0
abituata,1,100.0
infiamma,1,100.0
giusta,3,100.0
manchi,1,100.0
opportunità,1,100.0
sapete,2,100.0
trovate,2,100.0
già,1,100.0
attivato,2,100.0
ritornano,1,100.0
veramente,1,100.0
fine,4,100.0
insieme,5,100.0
partire,4,100.0
minimo,1,100.0
gamba,1,100.0
dallo,2,100.0
ritorno,5,100.0
movimento,5,100.0
diverte,2,100.0
manca,6,100.0
trasporto,5,100.0
filamento,2,100.0
fregato,1,100.0
farmi,4,100.0
erano,3,100.0
farmacia,1,100.0
montando,1,100.0
pronto,7,100.0
sarà,2,100.0
tvb,1,100.0
magari,4,100.0
tagliare,1,100.0
abitiamo,2,100.0
oggettino,1,100.0
bloccato,3,100.0
pezzettino,3,100.0
portato,2,100.0
uscendo,4,100.0
rumore,1,100.0
ai,11,100.0
dottori,2,100.0
ricaricare,3,100.0
batterie,4,100.0
dormendo,5,100.0
concentrare,1,100.0
incavolamento,1,100.0
toccare,6,100.0
auguro,5,100.0
sistemare,4,100.0
bottoni,1,100.0
oro,1,100.0
noemi,2,100.0
piena,3,100.0
scusate,2,100.0
errore,4,100.0
calma,4,100.0
cerco,2,100.0
recuperare,4,100.0
dorme,2,100.0
uffa,1,100.0
muovi,1,100.0
appetito,1,100.0
tagliamo,2,100.0
aeroporto,3,100.0
volo,2,100.0
matta,1,100.0
stavamo,1,100.0
mentale,1,100.0
mobili,2,100.0
domai,1,100.0
potrebbe,3,100.0
interessante,3,100.0
organizziamo,2,100.0
settembre,1,100.0
dalle,6,100.0
braccia,3,100.0
soggiorno,3,100.0
rottura,2,100.0
scatole,2,100.0
maestre,1,100.0
video,12,100.0
progettino,1,100.0
diverto,4,100.0
prossimo,5,100.0
regalato,2,100.0
gabriele,1,100.0
ritorniamo,2,100.0
cena,2,100.0
procedura,1,100.0
patrizia,2,100.0
riferendo,1,100.0
chiamiamo,1,100.0
inaugurare,1,100.0
50,1,100.0
pittura,2,100.0
vendi,2,100.0
delicata,2,100.0
possibilità,2,100.0
appartamento,3,100.0
partito,2,100.0
vita,10,100.0
lavori,3,100.0
mondo,6,100.0
scrivo,2,100.0
attenti,1,100.0
coperti,3,100.0
rilassare,1,100.0
rapporto,2,100.0
particolare,1,100.0
studi,1,100.0
moglie,3,100.0
diritto,1,100.0
destra,2,100.0
maria,2,100.0
carina,1,100.0
propongo,1,100.0
giada,3,100.0
giadina,1,100.0
battuta,1,100.0
virus,3,100.0
case,1,100.0
sentita,2,100.0
montagna,4,100.0
isola,1,100.0
stipendio,1,100.0
bello,9,100.0
aspetterò,1,100.0
ventina,1,100.0
evitate,1,100.0
consolare,3,100.0
motivo,4,100.0
ascolto,1,100.0
piovere,2,100.0
corsa,1,100.0
acqua,1,100.0
curato,1,100.0
ferma,1,100.0
senti,7,100.0
restare,1,100.0
caviglia,2,100.0
ragazzini,1,100.0
piovuto,1,100.0
intenderò,2,100.0
ginocchio,2,100.0
riprendere,1,100.0
funzionare,1,100.0
bellissima,2,100.0
arrivati,3,100.0
toti,1,100.0
praticamente,2,100.0
riattivi,1,100.0
cuori,1,100.0
divertire,1,100.0
peppe,1,100.0
eppure,1,100.0
dolori,2,100.0
resistente,2,100.0
garantisce,1,100.0
tubo,2,100.0
carbonio,3,100.0
casi,1,100.0
resterà,1,100.0
prende,2,100.0
parla,1,100.0
vogliono,1,100.0
facevi,1,100.0
copertura,3,100.0
metterò,2,100.0
permetta,1,100.0
preoccuparti,1,100.0
piove,2,100.0
immaginetta,2,100.0
discutere,1,100.0
benvenuto,1,100.0
pizza,2,100.0
sicuramente,1,100.0
arriveranno,1,100.0
ludici,1,100.0
generale,2,100.0
ricordare,1,100.0
all,1,100.0
cuffie,3,100.0
scrive,4,100.0
ultime,2,100.0
trasportatore,1,100.0
aperte,1,100.0
nonno,3,100.0
diventati,2,100.0
angioletti,2,100.0
pensato,1,100.0
genitori,1,100.0
sperando,2,100.0
siano,1,100.0
aiutato,1,100.0
finendo,1,100.0
bloccare,1,100.0
internet,3,100.0
francese,1,100.0
pillole,1,100.0
odio,1,100.0
avverrà,1,100.0
sangue,1,100.0
parliamo,2,100.0
muoviti,1,100.0
coraggio,1,100.0
finita,2,100.0
sporca,2,100.0
diventerà,1,100.0
disegnati,1,100.0
forza,2,100.0
solita,1,100.0
mappa,1,100.0
misure,1,100.0
passato,3,100.0
rientra,1,100.0
programmi,1,100.0
5,2,100.0
neanche,2,100.0
enorme,1,100.0
direi,1,100.0
mischiare,1,100.0
dovrebbe,4,100.0
gioca,2,100.0
macchinine,2,100.0
annetto,1,100.0
occupare,1,100.0
organizzata,3,100.0
inutile,2,100.0
divertendo,1,100.0
sciare,1,100.0
maledetto,1,100.0
randazzo,1,100.0
dirai,1,100.0
porta,2,100.0
montata,1,100.0
finestra,1,100.0
brutta,2,100.0
andava,1,100.0
venuti,2,100.0
affatica,2,100.0
muovo,1,100.0
figli,1,100.0
cantante,1,100.0
ricordo,2,100.0
alessandra,2,100.0
amoroso,2,100.0
combino,1,100.0
conduco,3,100.0
appoggiata,1,100.0
elettrica,2,100.0
meraviglioso,1,100.0
tagliato,1,100.0
8,1,100.0
9,1,100.0
accompagna,2,100.0
passa,2,100.0
intanto,3,100.0
saluta,2,100.0
comando,2,100.0
telefonare,1,100.0
probabilmente,2,100.0
rimarrai,1,100.0
consegnano,1,100.0
undici,2,100.0
salvatore,1,100.0
tirarsi,1,100.0
dente,1,100.0
bambina,1,100.0
aereoporto,1,100.0
riposi,2,100.0
lunga,2,100.0
volete,1,100.0
finiscono,1,100.0
bei,1,100.0
forse,1,100.0
passare,1,100.0
passati,1,100.0
unite,1,100.0
aspettato,2,100.0
secondino,1,100.0
vuoto,1,100.0
fotografie,1,100.0
milione,1,100.0
dermatologo,1,100.0
curare,3,100.0
cuccioletto,1,100.0
esiste,1,100.0
favore,2,100.0
arrivavi,1,100.0
mandavi,1,100.0
trasportare,2,100.0
attaccato,2,100.0
vista,1,100.0
segnalano,1,100.0
arrivando,1,100.0
cazziare,1,100.0
venti,1,100.0
quattro,3,100.0
povere,1,100.0
imparato,1,100.0
costruito,1,100.0
scrittura,1,100.0
laboratorio,1,100.0
cercata,1,100.0
scherzo,2,100.0
31,1,100.0
confondetelo,1,100.0
dite,1,100.0
uscite,1,100.0
nonostante,1,100.0
tranquillissima,1,100.0
avevamo,1,100.0
duri,4,100.0
pesce,1,100.0
sedie,3,100.0
maniera,3,100.0
automatica,1,100.0
motori,2,100.0
costano,1,100.0
attimino,1,100.0
sbagliando,1,100.0
chiamarti,1,100.0
negozi,2,100.0
libreria,1,100.0
buchi,3,100.0
casetta,1,100.0
dimenticato,2,100.0
mettete,1,100.0
massaggi,1,100.0
fumando,2,100.0
sigaretta,2,100.0
farei,2,100.0
opzione,2,100.0
prodotto,2,100.0
potere,1,100.0
vendere,1,100.0
coloravo,1,100.0
chiusi,1,100.0
scuole,1,100.0
molte,1,100.0
sere,1,100.0
uscirà,1,100.0
ascoltala,2,100.0
correzione,4,100.0
contentissima,1,100.0
nessun,3,100.0
appuntamento,4,100.0
abitudine,1,100.0
forte,1,100.0
attivarsi,1,100.0
prendete,1,100.0
torni,1,100.0
evento,1,100.0
capricci,1,100.0
comperare,2,100.0
attacchini,2,100.0
massaggio,2,100.0
riccardino,1,100.0
sentirti,1,100.0
dialogo,1,100.0
madonna,1,100.0
gesù,1,100.0
comunico,3,100.0
soluzione,2,100.0
veloce,1,100.0
collega,1,100.0
attivare,1,100.0
firenze,1,100.0
cortesia,1,100.0
pensando,1,100.0
colla,2,100.0
attaccate,1,100.0
chiamarmi,1,100.0
estate,1,100.0
cucina,1,100.0
scoppiando,2,100.0
interessare,2,100.0
registrata,1,100.0
abituati,1,100.0
dialogare,1,100.0
palermo,2,100.0
scommettere,1,100.0
pieni,2,100.0
lacrime,2,100.0
muovendo,1,100.0
completavano,1,100.0
camminata,1,100.0
giovane,1,100.0
rossi,1,100.0
struttura,1,100.0
comunichiamo,1,100.0
caffè,2,100.0
pianta,1,100.0
preoccupa,1,100.0
cantato,1,100.0
belle,1,100.0
canzoni,1,100.0
incoraggiare,2,100.0
lingua,1,100.0
spagnolo,1,100.0
nera,1,100.0
controllata,1,100.0
suoi,1,100.0
abitare,1,100.0
pennelli,1,100.0
bagnetti,1,100.0
marito,4,100.0
scaricare,1,100.0
contattarci,1,100.0
combinati,1,100.0
partiti,1,100.0
rispondevo,1,100.0
meeting,1,100.0
piatto,1,100.0
potuto,1,100.0
carmela,1,100.0
robottino,1,100.0
ascelle,1,100.0
mirella,1,100.0
elettronica,1,100.0
umano,1,100.0
colorata,1,100.0
coperture,1,100.0
tavola,2,100.0
paghi,1,100.0
operaio,2,100.0
metterlo,1,100.0
svegliamo,1,100.0
pagare,1,100.0
vengono,1,100.0
agli,1,100.0
sfinita,1,100.0
consiglio,1,100.0
4,1,100.0
cancellare,1,100.0
aiutando,3,100.0
intenzione,1,100.0
invitato,1,100.0
camere,1,100.0
disposizione,1,100.0
rendi,1,100.0
comandare,1,100.0
domandina,1,100.0
farmaci,1,100.0
serviva,1,100.0
compagnia,1,100.0
bravo,1,100.0
dovevamo,1,100.0
mura,1,100.0
convinta,1,100.0
vecchietti,1,100.0
maledetta,1,100.0
malattia,1,100.0
comprato,1,100.0
soccorso,2,100.0
sigarette,1,100.0
caramelle,1,100.0
unito,1,100.0
camminato,1,100.0
parco,1,100.0
riposto,1,100.0
raccomando,1,100.0
biblioteca,1,100.0
raccontate,1,100.0
albergo,1,100.0
eleonora,1,100.0
disattivata,3,100.0
segnale,1,100.0
forti,1,100.0
volevano,1,100.0
aggiornamenti,1,100.0
porte,1,100.0
matrimonio,2,100.0
domandare,1,100.0
ricoverato,1,100.0
televisione,1,100.0
coricare,1,100.0
faceva,2,100.0
conoscere,1,100.0
concentriamo,1,100.0
persi,1,100.0
sarete,1,100.0
avvicini,1,100.0
svegliarti,1,100.0
bassi,2,100.0
rilevo,1,100.0
piante,1,100.0
saluto,1,100.0
bravissimi,1,100.0
mettendo,1,100.0
abito,1,100.0
albero,1,100.0
lato,1,100.0
ricostruito,1,100.0
mandiamo,1,100.0
vestita,1,100.0
trovi,1,100.0
confusione,1,100.0
nick,1,100.0
cancello,1,100.0
partendo,1,100.0
fotografia,1,100.0
piscina,1,100.0
sopportabile,1,100.0
famoso,1,100.0
organizzato,1,100.0
continuiamo,1,100.0
vetrate,1,100.0
cerchi,1,100.0
stimolare,1,100.0
manuale,1,100.0
proposta,1,100.0
mercato,1,100.0
meriti,1,100.0
ricordata,1,100.0
toccava,1,100.0
robertino,1,100.0
regolare,1,100.0
vogliamo,1,100.0
